facility,町丁目名,CITY_NAME_from_master,S_NAME_from_master,人数
医療法人　啓仁会　吉祥寺南病院,入間市東町四丁目,入間市,東町四丁目,47.0
医療法人　啓仁会　吉祥寺南病院,入間市豊岡三丁目,入間市,豊岡三丁目,43.0
医療法人　啓仁会　吉祥寺南病院,入間郡越生町大字越生本町,入間郡越生町,大字越生本町,80.0
医療法人　啓仁会　吉祥寺南病院,八潮市大字大瀬,八潮市,大字大瀬,52.0
医療法人　啓仁会　吉祥寺南病院,八王子市兵衛一丁目,八王子市,兵衛一丁目,102.0
医療法人　啓仁会　吉祥寺南病院,八王子市打越町（第１）,八王子市,打越町（第１）,84.0
医療法人　啓仁会　吉祥寺南病院,北佐久郡軽井沢町大字長倉中軽井沢一,北佐久郡軽井沢町,大字長倉中軽井沢一,57.0
医療法人　啓仁会　吉祥寺南病院,北区浮間三丁目,北区,浮間三丁目,50.0
医療法人　啓仁会　吉祥寺南病院,北区浮間五丁目,北区,浮間五丁目,45.0
医療法人　啓仁会　吉祥寺南病院,北区赤羽北二丁目,北区,赤羽北二丁目,70.0
医療法人　啓仁会　吉祥寺南病院,北杜市高根町清里,北杜市,高根町清里,54.0
医療法人　啓仁会　吉祥寺南病院,千葉市中央区鵜の森町,千葉市,中央区鵜の森町,32.0
医療法人　啓仁会　吉祥寺南病院,南都留郡西桂町倉見,南都留郡西桂町,倉見,67.0
医療法人　啓仁会　吉祥寺南病院,南陽市赤湯北町,南陽市,赤湯北町,16.0
医療法人　啓仁会　吉祥寺南病院,厚木市恩名一丁目,厚木市,恩名一丁目,35.0
医療法人　啓仁会　吉祥寺南病院,取手市宮和田（第１）,取手市,宮和田（第１）,54.0
医療法人　啓仁会　吉祥寺南病院,品川区北品川三丁目,品川区,北品川三丁目,132.0
医療法人　啓仁会　吉祥寺南病院,品川区南品川三丁目,品川区,南品川三丁目,59.0
医療法人　啓仁会　吉祥寺南病院,四街道市もねの里四丁目,四街道市,もねの里四丁目,40.0
医療法人　啓仁会　吉祥寺南病院,国立市東四丁目,国立市,東四丁目,60.0
医療法人　啓仁会　吉祥寺南病院,土浦市城北町,土浦市,城北町,44.0
医療法人　啓仁会　吉祥寺南病院,坂戸市溝端町,坂戸市,溝端町,57.0
医療法人　啓仁会　吉祥寺南病院,大和市中央林間西一丁目,大和市,中央林間西一丁目,35.0
医療法人　啓仁会　吉祥寺南病院,大田区羽田六丁目,大田区,羽田六丁目,59.0
医療法人　啓仁会　吉祥寺南病院,大田区西六郷四丁目,大田区,西六郷四丁目,97.0
医療法人　啓仁会　吉祥寺南病院,富士市富士岡（第１）,富士市,富士岡（第１）,41.0
医療法人　啓仁会　吉祥寺南病院,富士見市上沢三丁目,富士見市,上沢三丁目,39.0
医療法人　啓仁会　吉祥寺南病院,富士見市上沢二丁目,富士見市,上沢二丁目,50.0
医療法人　啓仁会　吉祥寺南病院,富士見市鶴瀬西二丁目,富士見市,鶴瀬西二丁目,83.0
医療法人　啓仁会　吉祥寺南病院,小平市小川町一丁目（第５）,小平市,小川町一丁目（第５）,49.0
医療法人　啓仁会　吉祥寺南病院,小平市鈴木町一丁目（第３）,小平市,鈴木町一丁目（第３）,180.0
医療法人　啓仁会　吉祥寺南病院,小田原市久野（第１）,小田原市,久野（第１）,34.0
医療法人　啓仁会　吉祥寺南病院,川口市並木一丁目,川口市,並木一丁目,45.0
医療法人　啓仁会　吉祥寺南病院,川崎市宮前区宮崎三丁目,川崎市,宮前区宮崎三丁目,102.0
医療法人　啓仁会　吉祥寺南病院,川崎市宮前区馬絹五丁目,川崎市,宮前区馬絹五丁目,89.0
医療法人　啓仁会　吉祥寺南病院,川崎市麻生区王禅寺東六丁目,川崎市,麻生区王禅寺東六丁目,34.0
医療法人　啓仁会　吉祥寺南病院,川崎市麻生区白山四丁目,川崎市,麻生区白山四丁目,81.0
医療法人　啓仁会　吉祥寺南病院,川越市稲荷町,川越市,稲荷町,32.0
医療法人　啓仁会　吉祥寺南病院,市原市島野,市原市,島野,54.0
医療法人　啓仁会　吉祥寺南病院,平塚市御殿二丁目,平塚市,御殿二丁目,37.0
医療法人　啓仁会　吉祥寺南病院,平塚市松風町,平塚市,松風町,53.0
医療法人　啓仁会　吉祥寺南病院,府中市分梅町三丁目,府中市,分梅町三丁目,81.0
医療法人　啓仁会　吉祥寺南病院,府中市四谷六丁目,府中市,四谷六丁目,47.0
医療法人　啓仁会　吉祥寺南病院,府中市宮西町一丁目,府中市,宮西町一丁目,44.0
医療法人　啓仁会　吉祥寺南病院,府中市小柳町三丁目,府中市,小柳町三丁目,48.0
医療法人　啓仁会　吉祥寺南病院,府中市小柳町五丁目,府中市,小柳町五丁目,96.0
医療法人　啓仁会　吉祥寺南病院,府中市幸町一丁目,府中市,幸町一丁目,115.0
医療法人　啓仁会　吉祥寺南病院,府中市西原町二丁目,府中市,西原町二丁目,41.0
医療法人　啓仁会　吉祥寺南病院,愛甲郡愛川町中津（第１）,愛甲郡愛川町,中津（第１）,31.0
医療法人　啓仁会　吉祥寺南病院,我孫子市緑一丁目,我孫子市,緑一丁目,44.0
医療法人　啓仁会　吉祥寺南病院,戸田市上戸田五丁目,戸田市,上戸田五丁目,145.0
